rank,feature_id,token,active_mean_base,active_mean_chat,active_mean_diff,link
96,77912,asst,3.296875,0.0,-3.296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/77912
98,49238,asst,3.296875,0.0,-3.296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49238
67,77912,endheader,3.296875,0.0,-3.296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/77912
66,25130,endheader,3.296875,0.0,-3.296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25130
65,49238,endheader,3.296875,0.0,-3.296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49238
99,78944,asst,3.293750047683716,0.0,-3.293750047683716,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/78944
100,98462,asst,3.2874176502227783,0.0,-3.2874176502227783,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98462
68,6680,endheader,3.265625,0.0,-3.265625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/6680
71,110111,endheader,3.25,0.0,-3.25,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/110111
70,97247,endheader,3.25,0.0,-3.25,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/97247
69,64405,endheader,3.25,0.0,-3.25,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64405
72,17599,endheader,3.21875,0.0,-3.21875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/17599
73,66780,endheader,3.203125,0.0,-3.203125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/66780
74,93600,endheader,3.1875,0.0,-3.1875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93600
75,40431,endheader,3.181483745574951,0.0,-3.181483745574951,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40431
76,95601,endheader,6.125,2.953125,-3.171875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/95601
77,18803,endheader,3.1640625,0.0,-3.1640625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18803
78,25433,endheader,3.15625,0.0,-3.15625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/25433
79,73911,endheader,3.140625,0.0,-3.140625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73911
80,20595,endheader,3.1403355598449707,0.0,-3.1403355598449707,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/20595
81,130777,endheader,3.125,0.0,-3.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/130777
83,27458,endheader,3.125,0.0,-3.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27458
82,96582,endheader,3.125,0.0,-3.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96582
84,4524,endheader,5.5,2.390625,-3.109375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/4524
85,101498,endheader,3.109375,0.0,-3.109375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/101498
86,95057,endheader,3.109375,0.0,-3.109375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/95057
87,56013,endheader,3.109375,0.0,-3.109375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/56013
88,106743,endheader,3.099956512451172,0.0,-3.099956512451172,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106743
89,37526,endheader,3.09375,0.0,-3.09375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37526
90,37540,endheader,3.078125,0.0,-3.078125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37540
91,107968,endheader,3.07094144821167,0.0,-3.07094144821167,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107968
92,34737,endheader,3.0625,0.0,-3.0625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/34737
93,59151,endheader,3.046875,0.0,-3.046875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/59151
94,28895,endheader,3.0373098850250244,0.0,-3.0373098850250244,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/28895
95,108429,endheader,3.03125,0.0,-3.03125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/108429
96,27290,endheader,3.0234375,0.0,-3.0234375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27290
97,72823,endheader,3.015625,0.0,-3.015625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72823
98,128415,endheader,3.015625,0.0,-3.015625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/128415
99,110326,endheader,3.002286672592163,0.0,-3.002286672592163,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/110326
100,16265,endheader,3.00150728225708,0.0,-3.00150728225708,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16265
