filenames,role_path_length,trait_path_length,role_max_jump,trait_max_jump,role_pc1_path_length,role_pc1_max_jump
philosophy_persona15_topic19,998.6397394974155,656.25205604013,111.20931823380504,76.41654894157631,170.76404907244162,33.13288417838726
philosophy_persona15_topic18,683.9734819410535,435.4772798071384,78.94246934927634,51.601505123702964,65.82969211056094,30.532913801040166
philosophy_persona15_topic17,789.2147256182783,518.9114660159813,104.48825668725672,65.7808030869801,65.99432381034877,12.53227078241504
philosophy_persona15_topic16,851.3116862363798,521.946080428377,120.02513127821025,85.21663724351843,146.13537103323543,38.831279861921935
philosophy_persona15_topic15,1116.4850350868985,731.1981178821611,119.77702205893806,77.77217657560294,150.39739197808996,33.19891036231146
philosophy_persona15_topic14,888.9530836728356,538.4569801378157,103.62918932338702,64.62512406333353,131.97541698312983,28.96608162837042
philosophy_persona15_topic13,452.0767133946576,286.7889910475817,87.36411153676111,59.826550080005795,91.55438897667078,34.05333761077588
philosophy_persona15_topic12,585.6115159913584,359.8179462189204,107.1673639906084,70.31495408313916,64.92580932955171,23.671769502471
philosophy_persona15_topic11,858.2625300630858,522.5432607626565,115.2304100989118,73.11858845200499,117.53027553795584,23.987388796213416
philosophy_persona15_topic10,574.9991726807966,341.34668514761427,87.0166086831588,56.93535767538191,57.686351678626465,16.99348560440221
philosophy_persona15_topic1,918.2998307333809,572.9552897678137,126.0252045762721,78.48236715096759,154.65133320400014,35.24773284120422
philosophy_persona15_topic0,537.3295816553443,342.606750147543,84.9247606763867,56.422375505679426,88.77691239705048,29.335596094182257
coding_persona4_topic9,334.26891983908035,191.80506978754948,63.70063196350832,37.17095853847275,5.891007669288864,1.985896204612505
coding_persona4_topic8,563.6127340065167,333.93577646484476,119.83715773839997,74.10530827943911,15.449330032423543,5.639644212991357
coding_persona4_topic7,270.1161492052316,156.8013348636504,46.051434113764,24.94125082149843,12.713416452028941,3.749056250597455
